index,model,time,label,start,start_act,end_act,h,n_obs,start_flag,n_obs_flag,pi,score,mape,rmse,coverage,success,experiment_id,run_id,subba
96,LinearRegressionModel,2024-07-18 16:28:36,2024-07-18,2024-07-18 00:00:00,2024-07-18,2024-07-18 23:00:00,24,24,True,True,0.95,True,0.0722780431335468,14.562498075188213,0.9166666666666666,True,987674940897527507,51f1ec2408724d46bbb87d474959fe69,VEA
97,LinearRegressionModel,2024-07-19 16:26:11,2024-07-19,2024-07-19 00:00:00,2024-07-19,2024-07-19 23:00:00,24,24,True,True,0.95,True,0.0510846028686831,802.9391755943418,0.625,True,706955369629021358,0e208a6c75ba483785ebe8ca49802c41,PGAE
98,LinearRegressionModel,2024-07-19 16:27:37,2024-07-19,2024-07-19 00:00:00,2024-07-19,2024-07-19 23:00:00,24,24,True,True,0.95,True,0.0185915228738192,357.57257853311506,1.0,True,570270658937334917,fe572e4b1a7c4f8dbc2e5d5054ba2de0,SCE
99,LinearRegressionModel,2024-07-19 16:28:29,2024-07-19,2024-07-19 00:00:00,2024-07-19,2024-07-19 23:00:00,24,24,True,True,0.95,True,0.0398348422729569,108.38724353001396,1.0,True,368967128606061038,3847b98faed443dcb6e24cc8f76971d7,SDGE
100,LinearRegressionModel,2024-07-19 16:29:10,2024-07-19,2024-07-19 00:00:00,2024-07-19,2024-07-19 23:00:00,24,24,True,True,0.95,True,0.0433294003721273,10.928963042088554,0.9166666666666666,True,204673085853595394,efbf4067a5854c6f901d17b3a12ee4b5,VEA
101,LinearRegressionModel,2024-07-20 16:07:05,2024-07-20,2024-07-20 00:00:00,2024-07-20,2024-07-20 23:00:00,24,24,True,True,0.95,True,0.0584597122311213,918.6677926630156,0.625,True,123565046347801296,676eb0246d2c43b6a6ec59eb0a17e9d3,PGAE
102,LinearRegressionModel,2024-07-20 16:08:29,2024-07-20,2024-07-20 00:00:00,2024-07-20,2024-07-20 23:00:00,24,24,True,True,0.95,True,0.0319306611206396,495.5191401402281,1.0,True,243704269717262322,db4f2e0773834e7787d61e874dd6ee61,SCE
103,LinearRegressionModel,2024-07-20 16:09:22,2024-07-20,2024-07-20 00:00:00,2024-07-20,2024-07-20 23:00:00,24,24,True,True,0.95,True,0.0632550149115291,196.1890510651711,0.9166666666666666,True,967972345723685963,e155bd0394e14d70bc436c6825fe6f94,SDGE
104,LinearRegressionModel,2024-07-20 16:10:02,2024-07-20,2024-07-20 00:00:00,2024-07-20,2024-07-20 23:00:00,24,24,True,True,0.95,True,0.0590343810604511,10.300571764914489,0.9166666666666666,True,774509286108252785,2559e63fbbc04420bb1944d0f6ab48f5,VEA
105,LinearRegressionModel,2024-07-21 16:08:19,2024-07-21,2024-07-21 00:00:00,2024-07-21,2024-07-21 23:00:00,24,24,True,True,0.95,True,0.0372030355653836,564.6559740364693,0.875,True,229080229365413133,80de6e6fd9564225853b2f48bb6d796d,PGAE
106,LinearRegressionModel,2024-07-21 16:09:44,2024-07-21,2024-07-21 00:00:00,2024-07-21,2024-07-21 23:00:00,24,24,True,True,0.95,True,0.0340478532530092,571.3437218664234,1.0,True,911626341591391890,bfa34be6b80243efab6f6eac443cdd9f,SCE
107,LinearRegressionModel,2024-07-21 16:10:36,2024-07-21,2024-07-21 00:00:00,2024-07-21,2024-07-21 23:00:00,24,24,True,True,0.95,True,0.0324536037670748,87.68991188140846,1.0,True,542006432692618995,69230bb025b64fcd850514ed6e734e3e,SDGE
108,LinearRegressionModel,2024-07-21 16:11:17,2024-07-21,2024-07-21 00:00:00,2024-07-21,2024-07-21 23:00:00,24,24,True,True,0.95,True,0.0525435864573674,12.64608996334997,0.9166666666666666,True,458985763787375607,114c7885607c46a7947c70a281922aef,VEA
109,LinearRegressionModel,2024-07-22 16:07:47,2024-07-22,2024-07-22 00:00:00,2024-07-22,2024-07-22 23:00:00,24,24,True,True,0.95,True,0.1267617855428268,2106.525617589997,0.3333333333333333,True,399797637348768879,233b4273f3aa469ab53273a7743cda2d,PGAE
110,LinearRegressionModel,2024-07-22 16:09:12,2024-07-22,2024-07-22 00:00:00,2024-07-22,2024-07-22 23:00:00,24,24,True,True,0.95,True,0.0741291283847357,1799.8610997209094,0.5833333333333334,True,482999196379032956,00580414b19f45e09e2c43a17eff858e,SCE
111,LinearRegressionModel,2024-07-22 16:10:05,2024-07-22,2024-07-22 00:00:00,2024-07-22,2024-07-22 23:00:00,24,24,True,True,0.95,True,0.0628959332143758,193.6344197946539,1.0,True,734783884103637720,4bb6b1d4ebae448c9057b4cd16982f4d,SDGE
112,LinearRegressionModel,2024-07-22 16:10:46,2024-07-22,2024-07-22 00:00:00,2024-07-22,2024-07-22 23:00:00,24,24,True,True,0.95,True,0.1092770973972533,16.388199615092955,0.8333333333333334,True,893496792879490315,acac35ef52314860896085c12d8c362d,VEA
113,LinearRegressionModel,2024-07-24 16:08:19,2024-07-24,2024-07-24 00:00:00,2024-07-24,2024-07-24 23:00:00,24,24,True,True,0.95,True,0.0591200703494409,1023.9840586348498,0.6666666666666666,True,332928843916639366,ba4f20c128664f53b207938bd359db7e,PGAE
114,LinearRegressionModel,2024-07-24 16:09:44,2024-07-24,2024-07-24 00:00:00,2024-07-24,2024-07-24 23:00:00,24,24,True,True,0.95,True,0.0297958425091411,668.6106310085305,1.0,True,127945730269558290,ccca01bd261e4f8c837a846555f5d4ee,SCE
115,LinearRegressionModel,2024-07-24 16:10:38,2024-07-24,2024-07-24 00:00:00,2024-07-24,2024-07-24 23:00:00,24,24,True,True,0.95,True,0.093923683792779,265.2543582196523,1.0,True,244205835305739998,ab69e8d77d9248568ca4bac0e721ae05,SDGE
116,LinearRegressionModel,2024-07-24 16:11:19,2024-07-24,2024-07-24 00:00:00,2024-07-24,2024-07-24 23:00:00,24,24,True,True,0.95,True,0.0754647190325713,14.711839809901504,0.875,True,358342103081704906,80de58815b57416298d9e83dbcfe5795,VEA
117,LinearRegressionModel,2024-07-26 16:07:28,2024-07-26,2024-07-26 00:00:00,2024-07-26,2024-07-26 23:00:00,24,24,True,True,0.95,True,0.0394334868490929,720.9564398944611,0.75,True,703512284633472969,3b1ed9485f494d0a8cd4cea6670abf81,PGAE
118,LinearRegressionModel,2024-07-26 16:08:53,2024-07-26,2024-07-26 00:00:00,2024-07-26,2024-07-26 23:00:00,24,24,True,True,0.95,True,0.0265120249028632,599.5711264181792,1.0,True,419325917640181361,2ffcd69288ea45a8a7b098dbd8c8554b,SCE
119,LinearRegressionModel,2024-07-26 16:09:46,2024-07-26,2024-07-26 00:00:00,2024-07-26,2024-07-26 23:00:00,24,24,True,True,0.95,True,0.0659235239099281,242.2385209378513,0.7916666666666666,True,130359167625932206,66344a2b1dc04e07a814fc8ad6dcc864,SDGE
120,LinearRegressionModel,2024-07-26 16:10:27,2024-07-26,2024-07-26 00:00:00,2024-07-26,2024-07-26 23:00:00,24,24,True,True,0.95,True,0.1225961412509334,25.43142740925054,0.875,True,239522724979477147,f4c7412a5a2c452999f90c092919c2a7,VEA
121,LinearRegressionModel,2024-07-27 16:07:43,2024-07-27,2024-07-27 00:00:00,2024-07-27,2024-07-27 23:00:00,24,24,True,True,0.95,True,0.1079998660049824,1565.6613185122444,0.5833333333333334,True,139965554506662212,60f25dfc725449feb6cffae16205b505,PGAE
122,LinearRegressionModel,2024-07-27 16:09:08,2024-07-27,2024-07-27 00:00:00,2024-07-27,2024-07-27 23:00:00,24,24,True,True,0.95,True,0.0773225719883598,1544.3450655531092,0.625,True,987424748001140969,aaa702c0facc4395bf2a00090770b9b9,SCE
123,LinearRegressionModel,2024-07-27 16:10:00,2024-07-27,2024-07-27 00:00:00,2024-07-27,2024-07-27 23:00:00,24,24,True,True,0.95,True,0.1432181163383941,337.98734664867345,0.7916666666666666,True,767959330951441758,006f16511eeb4e87a08674c23fa367d6,SDGE
124,LinearRegressionModel,2024-07-27 16:10:42,2024-07-27,2024-07-27 00:00:00,2024-07-27,2024-07-27 23:00:00,24,24,True,True,0.95,True,0.1147205874197994,19.408463986981776,0.9583333333333334,True,130824164534611155,b60b464a54064c59a3bea2731f6856ed,VEA
125,LinearRegressionModel,2024-07-28 16:07:58,2024-07-28,2024-07-28 00:00:00,2024-07-28,2024-07-28 23:00:00,24,24,True,True,0.95,True,0.0688598185931546,892.6830546117084,0.4166666666666667,True,116646898123749826,d5e183b371414f598ba734eebf538895,PGAE
126,LinearRegressionModel,2024-07-28 16:09:23,2024-07-28,2024-07-28 00:00:00,2024-07-28,2024-07-28 23:00:00,24,24,True,True,0.95,True,0.0383656791817634,619.7992331080931,0.9583333333333334,True,222681399789878957,d67ea0b229a74cdd94cd99f2a260883a,SCE
127,LinearRegressionModel,2024-07-28 16:10:16,2024-07-28,2024-07-28 00:00:00,2024-07-28,2024-07-28 23:00:00,24,24,True,True,0.95,True,0.1493395852656626,323.1665834487977,0.7083333333333334,True,886871902382562228,3be0ca8d062248f58a54cb20e46c17ca,SDGE
128,LinearRegressionModel,2024-07-28 16:10:58,2024-07-28,2024-07-28 00:00:00,2024-07-28,2024-07-28 23:00:00,24,24,True,True,0.95,True,0.1418995560625252,15.190639365968602,1.0,True,150457353304326568,c966fcb1f2fe440b836eca351b8afbc0,VEA
129,LinearRegressionModel,2024-07-29 20:07:37,2024-07-29,2024-07-29 00:00:00,2024-07-29,2024-07-29 23:00:00,24,24,True,True,0.95,True,0.0616319743386108,878.0574191948159,0.6666666666666666,True,973138029715192673,9a7caaa821b240268b642b1639c6aefd,PGAE
130,LinearRegressionModel,2024-07-29 20:09:02,2024-07-29,2024-07-29 00:00:00,2024-07-29,2024-07-29 23:00:00,24,24,True,True,0.95,True,0.0714805315639816,1269.1283429603243,0.6666666666666666,True,773670138950782621,7de9ee9e947248f6832aaa3813cff196,SCE
131,LinearRegressionModel,2024-07-29 20:09:55,2024-07-29,2024-07-29 00:00:00,2024-07-29,2024-07-29 23:00:00,24,24,True,True,0.95,True,0.0432593865490001,112.82080986201312,1.0,True,641215013920362080,191aea8c4ab34b979424ec11880643a8,SDGE
132,LinearRegressionModel,2024-07-29 20:10:36,2024-07-29,2024-07-29 00:00:00,2024-07-29,2024-07-29 23:00:00,24,24,True,True,0.95,True,0.0975462841101026,20.005829543894368,0.7916666666666666,True,752854371598608998,603c7d0d512e4ee2b9e7d299bea4c597,VEA
133,LinearRegressionModel,2024-07-30 16:08:35,2024-07-30,2024-07-30 00:00:00,2024-07-30,2024-07-30 23:00:00,24,24,True,True,0.95,True,0.0493074240112412,678.5655082302659,0.8333333333333334,True,749351792391053949,4e5a4ee9d0d2410c92a910f0186dbf77,PGAE
134,LinearRegressionModel,2024-07-30 16:10:00,2024-07-30,2024-07-30 00:00:00,2024-07-30,2024-07-30 23:00:00,24,24,True,True,0.95,True,0.018253214218388,306.0744249078245,1.0,True,129868109218349842,6cd80c817bed4de398dcdd069b5e1949,SCE
135,LinearRegressionModel,2024-07-30 16:10:53,2024-07-30,2024-07-30 00:00:00,2024-07-30,2024-07-30 23:00:00,24,24,True,True,0.95,True,0.0491218557112496,121.03253805862478,1.0,True,342363129198401146,9f0fda4c46f940a58289293a12e8f788,SDGE
136,LinearRegressionModel,2024-07-30 16:11:34,2024-07-30,2024-07-30 00:00:00,2024-07-30,2024-07-30 23:00:00,24,24,True,True,0.95,True,0.0719516737650785,13.274223687230876,0.9166666666666666,True,929910584540129478,12f6c2b172a545ad80bb138469680de0,VEA
137,LinearRegressionModel,2024-07-31 16:07:44,2024-07-31,2024-07-31 00:00:00,2024-07-31,2024-07-31 23:00:00,24,24,True,True,0.95,True,0.0414062529290787,621.0110058885863,0.75,True,805923212480535602,6712ff312f0b4187a96286e8e3484b36,PGAE
138,LinearRegressionModel,2024-07-31 16:09:09,2024-07-31,2024-07-31 00:00:00,2024-07-31,2024-07-31 23:00:00,24,24,True,True,0.95,True,0.0323180393439725,524.7600741008233,1.0,True,829276804096485766,75483491043c4cb5892029d3a9fa640f,SCE
139,LinearRegressionModel,2024-07-31 16:10:01,2024-07-31,2024-07-31 00:00:00,2024-07-31,2024-07-31 23:00:00,24,24,True,True,0.95,True,0.0696043286214932,158.57456392453972,1.0,True,192023577346126447,720f1755600c40719d53b5a87fe5747f,SDGE
140,LinearRegressionModel,2024-07-31 16:10:42,2024-07-31,2024-07-31 00:00:00,2024-07-31,2024-07-31 23:00:00,24,24,True,True,0.95,True,0.0644488906408909,12.335964749636949,0.9583333333333334,True,441176055281504424,9a51d83acab24808af71053be11a1d23,VEA
141,LinearRegressionModel,2024-08-01 16:07:37,2024-08-01,2024-08-01 00:00:00,2024-08-01,2024-08-01 23:00:00,24,24,True,True,0.95,True,0.0376746780693232,546.7014478473994,1.0,True,838248155529373001,76c7216552ce4675a4b84f649149adab,PGAE
142,LinearRegressionModel,2024-08-01 16:09:03,2024-08-01,2024-08-01 00:00:00,2024-08-01,2024-08-01 23:00:00,24,24,True,True,0.95,True,0.0534454660814876,841.0200478918629,0.9583333333333334,True,287858905794864698,4ebfca52d3fb45e483a0e1302c712345,SCE
143,LinearRegressionModel,2024-08-01 16:09:55,2024-08-01,2024-08-01 00:00:00,2024-08-01,2024-08-01 23:00:00,24,24,True,True,0.95,True,0.0415517938379155,130.86519680201005,1.0,True,211621940954993124,220dc7d89aae4767a2341fad54deb619,SDGE
144,LinearRegressionModel,2024-08-01 16:10:37,2024-08-01,2024-08-01 00:00:00,2024-08-01,2024-08-01 23:00:00,24,24,True,True,0.95,True,0.1132662485521562,22.5676703400203,1.0,True,307220642642465285,1d951905193541a797d2bda4db22ecdd,VEA
145,LinearRegressionModel,2024-08-02 16:08:31,2024-08-02,2024-08-02 00:00:00,2024-08-02,2024-08-02 23:00:00,24,24,True,True,0.95,True,0.0516563754254666,929.0225178290178,0.6666666666666666,True,508157491525687265,51cf8f66edde483f96693bfee990559f,PGAE
146,LinearRegressionModel,2024-08-02 16:09:56,2024-08-02,2024-08-02 00:00:00,2024-08-02,2024-08-02 23:00:00,24,24,True,True,0.95,True,0.0439195400788609,1098.6234333055922,0.8333333333333334,True,939077013831747536,29788e7efd8d4e62b106696f30931968,SCE
147,LinearRegressionModel,2024-08-02 16:10:49,2024-08-02,2024-08-02 00:00:00,2024-08-02,2024-08-02 23:00:00,24,24,True,True,0.95,True,0.0626799007478763,183.6834049156085,0.9166666666666666,True,667605318451535121,d7eb1c38a3f2474b876e1ae4a08cd74b,SDGE
148,LinearRegressionModel,2024-08-02 16:11:30,2024-08-02,2024-08-02 00:00:00,2024-08-02,2024-08-02 23:00:00,24,24,True,True,0.95,True,0.1306494212543122,17.375992560857338,1.0,True,432171659031507683,7ebee7ab61a84b94b9ab2946ce3d5fd6,VEA
149,LinearRegressionModel,2024-08-03 16:07:22,2024-08-03,2024-08-03 00:00:00,2024-08-03,2024-08-03 23:00:00,24,24,True,True,0.95,True,0.0680267634705801,1093.730150397417,0.5833333333333334,True,806522169571866446,3a5639ee872449eead7dec1c1b344485,PGAE
150,LinearRegressionModel,2024-08-03 16:08:47,2024-08-03,2024-08-03 00:00:00,2024-08-03,2024-08-03 23:00:00,24,24,True,True,0.95,True,0.0548835025821325,1039.5082328980154,0.6666666666666666,True,987037307401848288,3671101757a74234b8fd631efa73e80a,SCE
151,LinearRegressionModel,2024-08-03 16:09:41,2024-08-03,2024-08-03 00:00:00,2024-08-03,2024-08-03 23:00:00,24,24,True,True,0.95,True,0.0782348061191779,269.4176537640774,0.75,True,505239542638748467,4da1cd0fb5684443915f4f85cf80161d,SDGE
152,LinearRegressionModel,2024-08-03 16:10:22,2024-08-03,2024-08-03 00:00:00,2024-08-03,2024-08-03 23:00:00,24,24,True,True,0.95,True,0.1713874121372864,44.3971880674213,0.7083333333333334,True,358236049758296567,33a5f586556e4a289f9a7a32ccfa4a26,VEA
153,LinearRegressionModel,2024-08-04 16:07:00,2024-08-04,2024-08-04 00:00:00,2024-08-04,2024-08-04 23:00:00,24,24,True,True,0.95,True,0.0845392616377701,1514.162945753575,0.5833333333333334,True,470206323493828892,9f43fddf48a44dc69a5783586de31f7f,PGAE
154,LinearRegressionModel,2024-08-04 16:08:26,2024-08-04,2024-08-04 00:00:00,2024-08-04,2024-08-04 23:00:00,24,24,True,True,0.95,True,0.0505855651346078,869.659446792909,0.9166666666666666,True,359434715932714735,67ad433d713e4b34afe8db5033d12c9b,SCE
155,LinearRegressionModel,2024-08-04 16:09:19,2024-08-04,2024-08-04 00:00:00,2024-08-04,2024-08-04 23:00:00,24,24,True,True,0.95,True,0.0328772779138575,89.25481178034477,1.0,True,475663321265846124,0c9aa1681efa43beac6cf53463d56d5f,SDGE
156,LinearRegressionModel,2024-08-04 16:10:01,2024-08-04,2024-08-04 00:00:00,2024-08-04,2024-08-04 23:00:00,24,24,True,True,0.95,True,0.0744321208801057,14.111364243787644,0.8333333333333334,True,371439050227783962,771b140e595a4d5cb79650d27cfee8d1,VEA
157,LinearRegressionModel,2024-08-05 16:07:45,2024-08-05,2024-08-05 00:00:00,2024-08-05,2024-08-05 23:00:00,24,24,True,True,0.95,True,0.1016384016065437,1454.4691767469992,0.5,True,594171880704564932,a31b3f4f4e344559be9c94698bb73151,PGAE
158,LinearRegressionModel,2024-08-05 16:09:11,2024-08-05,2024-08-05 00:00:00,2024-08-05,2024-08-05 23:00:00,24,24,True,True,0.95,True,0.1100198558837241,2306.0678934901425,0.4583333333333333,True,469868712482638243,c07f238cd5b3401697364a234f04db64,SCE
159,LinearRegressionModel,2024-08-05 16:10:04,2024-08-05,2024-08-05 00:00:00,2024-08-05,2024-08-05 23:00:00,24,24,True,True,0.95,True,0.1345530583022139,400.05780004308417,0.75,True,508833443007968764,b02e003f2897400ab7baacff9b99165e,SDGE
160,LinearRegressionModel,2024-08-05 16:10:45,2024-08-05,2024-08-05 00:00:00,2024-08-05,2024-08-05 23:00:00,24,24,True,True,0.95,True,0.0815995146050717,13.99865281160594,0.875,True,342217731590253925,380106b01246496394743fed590afee3,VEA
161,LinearRegressionModel,2024-08-06 16:07:47,2024-08-06,2024-08-06 00:00:00,2024-08-06,2024-08-06 23:00:00,24,24,True,True,0.95,True,0.0219876505058408,412.17853076581457,0.9583333333333334,True,431807042524003247,2feeec7a5afc4c68bccc5a28b3645516,PGAE
162,LinearRegressionModel,2024-08-06 16:09:13,2024-08-06,2024-08-06 00:00:00,2024-08-06,2024-08-06 23:00:00,24,24,True,True,0.95,True,0.0133657561956548,287.7555335311111,1.0,True,269189031095698382,23472aa6706241b68e549a00e9ad110e,SCE
163,LinearRegressionModel,2024-08-06 16:10:05,2024-08-06,2024-08-06 00:00:00,2024-08-06,2024-08-06 23:00:00,24,24,True,True,0.95,True,0.0684682509374279,275.8089071957178,0.7916666666666666,True,309353480457838043,51564f3d2fcc4de5aaaa69389d120561,SDGE
164,LinearRegressionModel,2024-08-06 16:10:47,2024-08-06,2024-08-06 00:00:00,2024-08-06,2024-08-06 23:00:00,24,24,True,True,0.95,True,0.1028539642934514,15.498117123511348,0.75,True,750102197622644504,22c90898eb884953b9ddda4d6ca9aad8,VEA
165,LinearRegressionModel,2024-08-07 16:08:14,2024-08-07,2024-08-07 00:00:00,2024-08-07,2024-08-07 23:00:00,24,24,True,True,0.95,True,0.0474696298730288,902.8029011788096,0.6666666666666666,True,788511511992433389,3caa1956614940129b12515c17ad9ef1,PGAE
166,LinearRegressionModel,2024-08-07 16:09:39,2024-08-07,2024-08-07 00:00:00,2024-08-07,2024-08-07 23:00:00,24,24,True,True,0.95,True,0.0271784599865982,572.8691386843606,1.0,True,668540242634601106,3a96f9dc55ac457bb0f659e179ea8bc0,SCE
167,LinearRegressionModel,2024-08-07 16:10:31,2024-08-07,2024-08-07 00:00:00,2024-08-07,2024-08-07 23:00:00,24,24,True,True,0.95,True,0.0775072180792271,238.69930403701065,1.0,True,634605389253790245,afab65030f134edc95d9a31198e195b6,SDGE
168,LinearRegressionModel,2024-08-07 16:11:12,2024-08-07,2024-08-07 00:00:00,2024-08-07,2024-08-07 23:00:00,24,24,True,True,0.95,True,0.0981688628348112,16.489539792980825,0.75,True,352679885347629223,27d0a59f91da4add82e21a3f196dc21a,VEA
169,LinearRegressionModel,2024-08-08 16:08:05,2024-08-08,2024-08-08 00:00:00,2024-08-08,2024-08-08 23:00:00,24,24,True,True,0.95,True,0.0321697441092649,600.1387222527306,0.9166666666666666,True,385622902881755073,bd272088809d4579b5a6df1e8c654e68,PGAE
170,LinearRegressionModel,2024-08-08 16:09:31,2024-08-08,2024-08-08 00:00:00,2024-08-08,2024-08-08 23:00:00,24,24,True,True,0.95,True,0.0272255079841422,496.8284691459502,1.0,True,625646173235304759,6aae4c1641a94224985e70113a755923,SCE
171,LinearRegressionModel,2024-08-08 16:10:24,2024-08-08,2024-08-08 00:00:00,2024-08-08,2024-08-08 23:00:00,24,24,True,True,0.95,True,0.0976754698368863,256.4002676754925,0.7916666666666666,True,637652233132757638,2ae6d822f17d4d2ba5ded3753602b0a5,SDGE
172,LinearRegressionModel,2024-08-08 16:11:05,2024-08-08,2024-08-08 00:00:00,2024-08-08,2024-08-08 23:00:00,24,24,True,True,0.95,True,0.0501504492086675,11.884637802102583,0.9166666666666666,True,983280476332605621,161299a20d56440e939d0ba9a553ea69,VEA
173,LinearRegressionModel,2024-08-09 16:07:53,2024-08-09,2024-08-09 00:00:00,2024-08-09,2024-08-09 23:00:00,24,24,True,True,0.95,True,0.0564340149164701,811.8561536567422,0.7916666666666666,True,510899004362517479,91f6debfe56743ddb1657b03ca584ba6,PGAE
174,LinearRegressionModel,2024-08-09 16:09:18,2024-08-09,2024-08-09 00:00:00,2024-08-09,2024-08-09 23:00:00,24,24,True,True,0.95,True,0.0445281461384177,804.5725138469904,1.0,True,867182467683476879,60929ae60ffb4a84a87b390e20605f26,SCE
175,LinearRegressionModel,2024-08-09 16:10:11,2024-08-09,2024-08-09 00:00:00,2024-08-09,2024-08-09 23:00:00,24,24,True,True,0.95,True,0.0180497404347517,56.75926523433508,1.0,True,300771176027638463,b791968e4a9c455ebe360dbf31831ab2,SDGE
176,LinearRegressionModel,2024-08-09 16:10:52,2024-08-09,2024-08-09 00:00:00,2024-08-09,2024-08-09 23:00:00,24,24,True,True,0.95,True,0.056307452346083,13.153961836270314,0.875,True,326264227004824010,b065c7b32fb6401baf888a314a51ff64,VEA
177,LinearRegressionModel,2024-08-10 08:07:47,2024-08-10,2024-08-10 00:00:00,2024-08-10,2024-08-10 23:00:00,24,24,True,True,0.95,True,0.056624030034976,905.9140978558262,0.6666666666666666,True,755940564577279191,5f12bfe09ebb49ce9a40c01f417de694,PGAE
178,LinearRegressionModel,2024-08-10 08:09:12,2024-08-10,2024-08-10 00:00:00,2024-08-10,2024-08-10 23:00:00,24,24,True,True,0.95,True,0.0412219374797185,734.016784250992,0.9583333333333334,True,263738904240900147,39da85acd8ce430499ae7428f56e1bad,SCE
179,LinearRegressionModel,2024-08-10 08:10:05,2024-08-10,2024-08-10 00:00:00,2024-08-10,2024-08-10 23:00:00,24,24,True,True,0.95,True,0.0783880938144353,199.31624777793616,0.9583333333333334,True,188837573298582082,3ca7451568384326968ff7a5d84d5fda,SDGE
180,LinearRegressionModel,2024-08-10 08:10:46,2024-08-10,2024-08-10 00:00:00,2024-08-10,2024-08-10 23:00:00,24,24,True,True,0.95,True,0.0499466288200353,9.711019179509789,0.9166666666666666,True,456602413055986827,3b774171e556439aa79f10ea11d0e4bf,VEA
181,LinearRegressionModel,2024-08-11 08:07:54,2024-08-11,2024-08-11 00:00:00,2024-08-11,2024-08-11 23:00:00,24,24,True,True,0.95,True,0.0431622467830702,670.8999683641241,0.7916666666666666,True,360268926595472606,3dc74c91e7324031a41adc16df795d55,PGAE
182,LinearRegressionModel,2024-08-11 08:09:19,2024-08-11,2024-08-11 00:00:00,2024-08-11,2024-08-11 23:00:00,24,24,True,True,0.95,True,0.0418476204400786,672.9229606194255,1.0,True,484236279882205880,8e2dcd823f3a4e8eb09a7a7da0bd8c23,SCE
183,LinearRegressionModel,2024-08-11 08:10:12,2024-08-11,2024-08-11 00:00:00,2024-08-11,2024-08-11 23:00:00,24,24,True,True,0.95,True,0.0601400646571731,185.13689491799963,1.0,True,474724891261840641,6acecba2e43541d78bd598d52b4f7b37,SDGE
184,LinearRegressionModel,2024-08-11 08:10:54,2024-08-11,2024-08-11 00:00:00,2024-08-11,2024-08-11 23:00:00,24,24,True,True,0.95,True,0.0795671448865008,12.495182350317837,0.9583333333333334,True,497944697433033041,b5b2ee0d392641d5a5ed761862c6c96d,VEA
185,LinearRegressionModel,2024-08-12 08:08:54,2024-08-12,2024-08-12 00:00:00,2024-08-12,2024-08-12 23:00:00,24,24,True,True,0.95,True,0.0592039356753301,875.3290552203324,0.75,True,118097984654106937,a45ae0e678174184865cc80f9fed0907,PGAE
186,LinearRegressionModel,2024-08-12 08:10:19,2024-08-12,2024-08-12 00:00:00,2024-08-12,2024-08-12 23:00:00,24,24,True,True,0.95,True,0.077875390420726,1688.202932232164,0.5833333333333334,True,781930793962055752,6f805b8c8cc44b7cbc15295a2c2fed1e,SCE
187,LinearRegressionModel,2024-08-12 08:11:11,2024-08-12,2024-08-12 00:00:00,2024-08-12,2024-08-12 23:00:00,24,24,True,True,0.95,True,0.0859295834528819,274.83656824557096,0.8333333333333334,True,655241418059537404,efc9d8383e584012bb44d426a5341e80,SDGE
188,LinearRegressionModel,2024-08-12 08:11:52,2024-08-12,2024-08-12 00:00:00,2024-08-12,2024-08-12 23:00:00,24,24,True,True,0.95,True,0.0465030592165546,13.493332321042898,1.0,True,465448175788092765,533446b02c3b41a08352cae2b4fb682d,VEA
189,LinearRegressionModel,2024-08-13 08:08:37,2024-08-13,2024-08-13 00:00:00,2024-08-13,2024-08-13 23:00:00,24,24,True,True,0.95,True,0.0623671781189833,860.8589145623612,0.75,True,279420819301508777,735c0d7ef23b4ab9aaca70017e32cb2e,PGAE
190,LinearRegressionModel,2024-08-13 08:10:02,2024-08-13,2024-08-13 00:00:00,2024-08-13,2024-08-13 23:00:00,24,24,True,True,0.95,True,0.0349851308123094,581.8842645530389,1.0,True,139636036256392256,04a43742aacd493fad9c15ab2bbca670,SCE
191,LinearRegressionModel,2024-08-13 08:10:55,2024-08-13,2024-08-13 00:00:00,2024-08-13,2024-08-13 23:00:00,24,24,True,True,0.95,True,0.0501006718625111,247.125196292832,0.8333333333333334,True,825410931511337279,6b04cd1ee2184618bb226a0586bdaba0,SDGE
192,LinearRegressionModel,2024-08-13 08:11:36,2024-08-13,2024-08-13 00:00:00,2024-08-13,2024-08-13 23:00:00,24,24,True,True,0.95,True,0.0531578405692685,8.590958310112603,1.0,True,663232323921924491,87f5cebae6fd4cabb3d1d359fdf89c33,VEA
193,LinearRegressionModel,2024-08-14 12:10:16,2024-08-14,2024-08-14 00:00:00,2024-08-14,2024-08-14 23:00:00,24,24,True,True,0.95,True,0.0260855019136651,483.76238632655776,0.9166666666666666,True,520730060232269808,e61c479e193e4c758899ea459388561e,PGAE
194,LinearRegressionModel,2024-08-14 12:11:41,2024-08-14,2024-08-14 00:00:00,2024-08-14,2024-08-14 23:00:00,24,24,True,True,0.95,True,0.0333442514680835,567.1682839594218,0.9583333333333334,True,578811103423536239,46a9af8249064d7da249fec9c9bfd0ff,SCE
195,LinearRegressionModel,2024-08-14 12:12:33,2024-08-14,2024-08-14 00:00:00,2024-08-14,2024-08-14 23:00:00,24,24,True,True,0.95,True,0.0680011312225953,197.7206624918536,0.9583333333333334,True,739810932087049814,b3a853ecd7e74e158c489b5e7572a4fe,SDGE
196,LinearRegressionModel,2024-08-14 12:13:15,2024-08-14,2024-08-14 00:00:00,2024-08-14,2024-08-14 23:00:00,24,24,True,True,0.95,True,0.0803984111843806,9.201269746188316,1.0,True,985784852520688527,26d8d8522a764510b3ee7b241395864d,VEA
